EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
EVTDESC_RIP_11060;Court Physician [FromFromFrom.GetTitledName] has completely botched the treatment of my [GetFromRelation] [From.GetFirstName]'s disease! [From.GetFirstName] is now even worse off than before, barely clinging on to life! I am expected to punish [FromFromFrom.GetTitledName] for this transgression, but what would be a suitable punishment?;Le physicien de la Cour -[FromFromFrom.Get_le_TitledName]- a bâclé le traitement de la maladie de m[From.GetOnA] [GetFromRelation] [From.GetFirstName] ! [From.GetFirstName] est dans un état plus grave qu'avant et doit à présent se cramponner à la vie ! On s'attend à ce que je punisse [FromFromFrom.Get_le_TitledName] pour cette faute, mais quel serait le juste châtiment ?;[FromFromFrom.GetTitledName] hat die Behandlung von [From.GetFirstName] völlig vermasselt! [From.GetFirstName] geht es nun noch schlechter als zuvor und [From.GetFirstName] schwebt sogar in Lebensgefahr! Es wird erwartet, dass ich [FromFromFrom.GetTitledName] für dieses Versagen bestrafe, aber was wäre denn angemessen?;;¡El Médico de la corte, [FromFromFrom.GetTitledName] ha fastidiado completamente el tratamiento de la enfermedad de mi [GetFromRelation] [From.GetFirstName]! ¡[From.GetFirstName] está incluso peor que antes, apenas se aferra a la vida! Se pone que debo castigar a [FromFromFrom.GetTitledName] por esta trasgresión, ¿pero cuál sería el castigo adecuado?;;;;;;;;;x
EVTDESC_RIP_11061;After being skillfully treated by Court Physician [FromFromFrom.GetTitledName], my [GetFromRelation] [From.GetFirstName] is feeling much better. Perhaps [FromFromFrom.GetSheHe] is deserving of some praise?;Après un traitement adéquat préconisé par le physicien de la Cour [FromFromFrom.GetTitledName], m[From.GetOnA] [GetFromRelation] [From.GetFirstName] se sent beaucoup mieux. Peut-être cela mériterait-il des éloges ?;Nach einer ausgezeichneten Behandlung durch [FromFromFrom.GetTitledName] geht es [From.GetFirstName] schon viel besser. Dafür sollte [FromFromFrom.GetSheHe] doch gepriesen werden.;;Tras un hábil tratamiento por parte del Médico de la corte, [FromFromFrom.GetTitledName], mi [GetFromRelation] [From.GetFirstName] se siente mucho mejor. ¿Igual [FromFromFrom.GetElElla] se merece algún halago?;;;;;;;;;x
EVTDESCA_RIP_11000;After what seems like forever, the wound from your maiming has completely healed.;Après ce qui semblait être pour le reste de votre vie, la blessure de votre mutilation a complètement guéri.;Es kommt Euch wie eine Ewigkeit vor, doch die schwere Verletzung, die Ihr davongetragen habt, ist nun komplett geheilt.;;Tras lo que ha parecido una eternidad, la herida de tu mutilación se ha curado completamente.;;;;;;;;;x
EVTDESCRIP.5000;You can no longer ignore the irritation in your throat, you begin to violently cough.;Vous ne pouvez plus faire abstraction de l'irritation de votre gorge, vous commencez à tousser violemment.;Ihr könnt den Reiz in Eurem Hals nicht länger ignorieren und beginnt, heftig zu husten.;;No puedes hacer caso omiso de la irritación de la garganta, empiezas a toser violentamente.;;;;;;;;;x
EVTDESCRIP.5001;One moment you are shivering, the next you are sweating, and overall you feel awful.;Vous alternez entre des moments de frissons et de forte transpiration, et globalement vous vous sentez vraiment mal. ;Erst zittert Ihr vor Kälte, dann bricht Euch der Schweiß aus, und Ihr fühlt Euch schlichtweg elend.;;En un momento tiritas, al siguiente sudas, y en general te sientes horrible.;;;;;;;;;x
EVTDESCRIP.5002;A sudden gurgling and feeling of pressure in your gut is all the warning you have before you are forced to make a dash for the privy.;Un gargouillement soudain et une sensation de pression dans votre ventre sont la seule alerte que vous avez avant de devoir vous précipiter aux cabinets.;Ein plötzliches Gluckern und ein drückender Schmerz in Euren Eingeweiden sind die einzige Warnung, bevor Ihr Euch gezwungen seht, zum Abort zu eilen.;;Un borboteo repentino y una presión en tus tripas son todos los avisos que tienes antes de verte obligado a salir corriendo al privado.;;;;;;;;;x
EVTDESCRIP.5003;A queasy feeling overcomes you and you feel an immediate urge to vomit.;Vous ressentez une forte envie de vomir.;Euch überkommt ein flaues Gefühl im Magen und Ihr habt mit plötzlichem Brechreiz zu kämpfen.;;Te domina un sentimiento de mareo y sientes el impulso inmediato de vomitar.;;;;;;;;;x
EVTDESCRIP.5004;A dull pain begins to throb behind your eyes.;Une douleur sourde commence à lanciner derrière vos yeux.;Ihr verspürt einen dumpfen, pochenden Schmerz hinter Euren Augen.;;Un dolor sordo empieza a latir en tus ojos.;;;;;;;;;x
EVTDESCRIP.5005;A sudden shooting pain strikes your chest. After a moment of agony it passes... for now.;Vous avez ressenti une douleur lancinante soudaine dans votre poitrine. Un moment de douleur atroce qui est finalement passé... pour le moment.;Ein jäher, stechender Schmerz durchbohrt Eure Brust und verschwindet nach einem Moment der Qual wieder ... vorerst.;;Un dolor fugaz te golpea el pecho. Tras un momento de agonía pasa… por ahora.;;;;;;;;;x
EVTDESCRIP.5006;You double over in pain as you are suddenly beset by painful cramps.;Vous vous courbez tant les crampes douloureuses se sont emparées de vous.;Ihr krümmt Euch vor Schmerzen, als Ihr von plötzlich einsetzenden Krämpfen überwältigt werdet.;;Te doblas de dolor cuando unos calambres dolorosos te atacan.;;;;;;;;;x
EVTDESCRIP.5007;Alerted by a growing feeling of itchiness, you are appalled to notice the appearance of a bright red rash on your body.;Des démangeaisons de plus en plus intenses et les vives rougeurs que vous constatez alors sur votre corps vous inquiètent.;Euch quält ein stärker werdender Juckreiz und Ihr stellt erschrocken fest, dass Euer Körper von einem leuchtend roten Ausschlag bedeckt ist.;;Alertado por una picazón creciente, te horrorizas de ver la aparición de un sarpullido rojo brillante en tu cuerpo;;;;;;;;;x
EVTDESCRIP.5008;Sharp pains in your abdomen cause you to clutch at your stomach.;Des douleurs aiguës vous poussent à vous tenir le ventre.;Ihr verspürt stechende Schmerzen im Unterleib und haltet Euch den Bauch.;;Dolores agudos en el abdomen te hacen agarrarte el estómago.;;;;;;;;;x
EVTDESCRIP.5009;As the day drags on, seemingly never ending, you can barely keep your eyes open. You seem to have no energy at all.;Alors que la journée, qui vous semblait interminable, finit par passer, vous ne pouvez presque pas garder vos yeux ouverts. Vous semblez ne plus avoir d'énergie du tout.;Der Tag scheint einfach nicht voranzuschreiten und Ihr könnt kaum die Augen offenhalten. Ihr scheint völlig antriebslos zu sein.;;Según el día se va arrastrando, para al parecer no terminar jamás, apenas puedes mantener los ojos abiertos. Parece que no tengas energía alguna.;;;;;;;;;x
EVTDESCRIP.5010;Although you can't quite put your finger on what's wrong, you don't feel quite right.;Bien que vous ne puissiez pas mettre le doigt sur ce qui ne va pas, vous ne vous sentez pas bien.;Ihr könnt zwar nicht genau sagen, was Euch fehlt, aber irgendetwas stimmt nicht mit Euch.;;Aunque no puedes indicar qué es lo que va mal, no te sientes bien.;;;;;;;;;x
EVTDESCRIP.5013;Your swollen lymphs have blackened and burst, spewing out blood and pus. You have contracted the Plague.;Vos ganglions lymphatiques enflés sont devenus noirs et ont éclaté, répandant à présent du sang et du pus. Vous avez contracté la peste.;Eure geschwollenen Lymphknoten haben sich schwarz verfärbt, sind geborsten und es quellen Blut und Eiter daraus hervor. Ihr habt die Pest.;;Tus linfas hinchadas se han ennegrecido y estallado, arrojando sangre y pus. Has contraído la Peste.;;;;;;;;;x
EVTDESCRIP.5026;What started out as a mere cough has now turned into shaking chills, shortness of breath and stabs of severe pain in the chest. You have contracted Pneumonia.;Ce qui a débuté comme une simple toux a évolué en d'importants frissons, une respiration courte et précipitée, et des douleurs lancinantes dans la poitrine. Vous avez contracté une pneumonie.;Was als einfacher Husten begann, wandelte sich zu Schüttelfrost, Atemlosigkeit und höchst schmerzhaften Stichen in der Brust. Ihr habt Pneumonie.;;Lo que comenzó como un simple resfriado se ha convertido en escalofríos, falta de aliento y punzadas de un agudo dolor en el pecho. Has contraído la Neumonía.;;;;;;;;;x
EVTDESCRIP.5027;Repulsive sores and abscesses are spreading across your body, originating from the groin. You have contracted the Great Pox.;Des plaies répulsives et des abcès, à l'origine près de votre aine, se sont répandus sur tout votre corps. Vous avez contracté la grande vérole.;Abstoßende Geschwüre und Abszesse haben sich von Eurer Leistengegend über Euren gesamten Körper ausgebreitet. Ihr habt Lues.;;Llagas y abscesos repugnantes se extienden por tu cuerpo, partiendo desde las ingles. Has contraído la Viruela mayor.;;;;;;;;;x
EVTDESCRIP.5028;You are thrown between waves of chills and sweats. Food has lost its appeal and no amount of sleep seems to remedy your fatigue. You have contracted Consumption.;Vous alternez entre des moments de frissons et des moments de sueurs. La nourriture a perdu son attrait et aucun sommeil, aussi long soit-il, ne semble remédier à votre fatigue. Vous avez contracté la consomption.;Ihr schwankt zwischen Schüttelfrost und Hitzewallungen. Speisen haben jeglichen Reiz verloren und keine Menge an Schlaf lindert Eure Erschöpfung. Ihr habt Schwindsucht.;;Te mueves entre golpes de sudor y escalofríos. La comida ha dejado de interesarte y el cansancio no se te va por mucho que duermas. Has contraído la Tisis.;;;;;;;;;x
EVTDESCRIP.5029;You feel as if you are burning up and at times you have difficulties distinguishing between dreams and reality. You have contracted Slow Fever.;Vous vous sentez comme si vous brûliez et par moment vous avez des difficultés à distinguer les rêves et la réalité. Vous avez contracté la fièvre lente.;Ihr habt das Gefühl, innerlich zu verbrennen, und könnt manchmal Traum und Realität nicht auseinanderhalten. Ihr habt schleichendes Fieber.;;Te sientes arder y a veces te cuesta distinguir entre sueños y realidad. Has contraído la Fiebre tifoidea.;;;;;;;;;x
EVTDESCRIP.5030;Yesterday lesions appeared on your face and swiftly spread across your body. Now they have turned to blisters filled with pus. You have contracted Smallpox. ;Hier des lésions sont apparues sur votre visage et rapidement sur tout le corps. À présent, elles ont évolué en cloques remplies de pus. Vous avez contracté la variole.;Gestern erschienen Flecken auf Eurem Gesicht, die sich rasch über Euren Körper ausbreiteten und sich zu eitergefüllten Pusteln entwickelten. Ihr habt die Blattern. ;;Ayer aparecieron lesiones en tu cara y rápidamente se extendieron por todo el cuerpo. Ahora se han convertido en ampollas llenas de pus. Has contraído la Viruela.;;;;;;;;;x
EVTDESCRIP.5031;You are suffering a high fever and a red, itching rash has slowly spread across your entire body. You have contracted Measles.;Vous avez beaucoup de fièvre et une éruption rougeâtre accompagnée de démangeaisons s'est lentement étendue sur tout votre corps. Vous avez contracté la rougeole.;Ihr leidet an hohem Fieber und ein roter, juckender Ausschlag hat sich langsam über Euren gesamten Körper ausgebreitet. Ihr habt die Masern.;;Sufres fiebres muy altas y un sarpullido rojo y picante se ha extendido lentamente por todo tu cuerpo. Has contraído el Sarampión.;;;;;;;;;x
EVTDESCRIP.5032;You are confined to your bed, your body racked with aches and chills. You have contracted the Flu.;Vous devez rester au lit, vous ressentez des douleurs et des refroidissements. Vous avez contracté la grippe.;Ihr seid ans Bett gefesselt und Euer Körper wird von Schmerzen und Schüttelfrost geplagt. Ihr habt die Grippe.;;Estás postrado en la cama, tu cuerpo sufre dolores y escalofríos. Has contraído la Gripe.;;;;;;;;;x
EVTDESCRIP.5033;You spend most of your waking hours on the privy, where you frequently pass a loose, bloody stool. You have contracted Dysentery.;Vous passez la plupart de vos heures de veille aux cabinets, où vous laissez souvent s'échapper des selles diarrhéiques et sanguinolentes. Vous avez contracté la dysenterie.;Ihr verbringt fast den ganzen Tag auf dem Abort und habt häufigen, blutigen Durchfall. Ihr habt die Ruhr.;;Pasas la mayor parte del día en el excusado, donde sueles hacer deposiciones sueltas y con sangre. Has contraído Disentería.;;;;;;;;;x
EVTDESCRIP.5034;You are pained with hot, swollen joints which disturb your sleep. You have contracted Gout.;Vous souffrez de vos articulations brûlantes et enflées qui perturbent votre sommeil. Vous avez contracté la goutte.;Heiße, geschwollene Gelenke plagen Euch und rauben Euch den Schlaf. Ihr habt Gicht.;;Tienes las articulaciones calientes, hinchadas y te duelen tanto que no te permiten dormir. Has contraído la Gota.;;;;;;;;;x
EVTDESCRIP.5035;When you are not passing a loose stool in the chamber pot, you are bent over it, retching. You are suffering from Food Poisoning.;Quand vous n'êtes pas assis[Root.Get_E] sur le pot de chambre avec la diarrhée, vous êtes penché dessus pour vomir. Vous souffrez d'une intoxication alimentaire.;Wenn Ihr nicht gerade Durchfall auf dem Nachttopf habt, beugt Ihr Euch würgend darüber. Ihr habt eine Lebensmittelvergiftung.;;Cuando no haces deposiciones sueltas en el excusado, estás doblado, vomitando. Sufres una Intoxicación alimentaria.;;;;;;;;;x
EVTDESCRIP.5036;You feel possessed, full of uncontrollable excitement and irrational fears! You have contracted Rabies.;Vous vous sentez possédé[Root.Get_E], rempli[Root.Get_E] d'excitations incontrôlables et de peurs irrationnelles. Vous avez contracté la rage.;Ihr fühlt Euch wie besessen, voller unkontrollierbarer Aufregung und Euch plagen vernunftwidrige Ängste! Ihr habt Tollwut.;;¡Te sientes poseído, lleno de una emoción incontrolable y miedos irracionales! Has contraído la Rabia.;;;;;;;;;x
EVTDESCRIP.5037;The symptoms which have troubled you lately were a sign of something much worse. You have Cancer.;Les symptômes qui vous ont perturbé dernièrement étaient le signe de quelque chose de plus grave. Vous avez un cancer.;Die Symptome, die Euch in letzter Zeit plagten, waren ein Anzeichen für etwas weitaus Schlimmeres. Ihr habt Krebs.;;Los síntomas que últimamente te estaban preocupado eran una señal de algo mucho peor. Tienes Cáncer.;;;;;;;;;x
EVTDESCRIP.5038;Repulsive sores and abscesses are spreading across your body, originating from the groin. You are Syphilitic.;Des plaies répulsives et des abcès, à l'origine près de votre aine, se sont répandus sur tout votre corps. Vous êtes syphilitique.;Abstoßende Geschwüre und Abszesse haben sich von Eurer Leistengegend über Euren gesamten Körper ausgebreitet. Ihr habt Syphilis.;;Llagas y abscesos repugnantes se extienden por tu cuerpo, partiendo desde las ingles. Tienes la Sífilis.;;;;;;;;;x
EVTDESCRIP.5040;Your mind is clouded and a dull red rash is spreading across your body. You feel hot and your joints ache. You have contracted Camp Fever.;Votre esprit est brouillé et une éruption rouge terne s'étend sur votre corps. Vous avez chaud et vos articulations sont douloureuses. Vous avez contracté la fièvre des camps.;Euer Geist ist umnebelt und ein dunkelroter Ausschlag breitet sich auf Eurem Körper aus. Euch ist heiß und Eure Gelenke schmerzen. Ihr habt Lagerfieber.;;Tienes la mente ofuscada y un sarpullido de color rojo apagado se extiende por tu cuerpo. Te sientes arder y te duelen las articulaciones. Has contraído el Tifus.;;;;;;;;;x
