EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;§Y[From.GetFirstName]§! pourrait être content[From.Get_E] de vous.;§Y[From.GetFirstName]§! könnte mit Euch zufrieden sein.;;§Y[From.GetFirstName]§! podría estar encantad[From.GetOA] contigo.;;;;;;;;;x
EVTOPTA_ZE_12010;I could let [affectionate_events_char_1.GetHerHim] play with them.;Je pourrais lui prêter pour qu'[affectionate_events_char_1.GetIlElle] joue avec.;Ich könnte [affectionate_events_char_1.Getihnsie] mit meinen Sachen spielen lassen.;;Podría dejar[affectionate_events_char_1.GetHerHim] jugar con ellos.;;;;;;;;;x
EVTOPTA_ZE_12012;Yes, that would be nice!;Oui, ce serait bien !;Ja, das wäre nett.;;¡Sí, eso estaría bien!;;;;;;;;;x
EVTOPTA_ZE_12014;It's so nice to share with others!;C'est tellement agréable de partager avec les autres !;Es ist so schön, mit anderen zu teilen.;;¡Es tan bonito compartir con otros!;;;;;;;;;x
EVTOPTA_ZE_12016;Let's play again sometime!;Rejouons ensemble une prochaine fois !;Ich hoffe, wir spielen bald wieder zusammen!;;¡Jugaremos otro día!;;;;;;;;;x
EVTOPTA_ZE_12020;No one would listen to me anyway...;De toute façon, personne ne m'écouterait...;Mir würde ohnehin niemand zuhören ...;;De todos modos, nadie me escucharía...;;;;;;;;;x
EVTOPTA_ZE_12022;The little wretch!;Pauvre hère !;Dieser kleine Wicht!;;¡Pequeñ[From.GetOA] desgraciad[From.GetOA]!;;;;;;;;;x
EVTOPTA_ZE_12024;What? It's not my problem!;Quoi ? Ce n'est pas mon problème !;Und? Das ist doch nicht mein Problem!;;¿Qué? ¡No es mi problema!;;;;;;;;;x
EVTOPTA_ZE_12026;I shall remember this.;Je m'en souviendrai.;Ich werde daran denken.;;Me acordaré de esto.;;;;;;;;;x
EVTOPTA_ZE_12030;I'll tell [rowdy_events_char_1.GetHerHim] to stop!;Je vais lui dire d'arrêter !;[rowdy_events_char_1.GetSheHeCap] soll aufzuhören! Sonst ...;;¡[rowdy_events_char_1.GetHerHim] diré que pare!;;;;;;;;;x
EVTOPTA_ZE_12030_TOOLTIP1;The matter escalates...\n;Le problème dégénère...\n;Die Sache eskaliert ...\n;;El asunto se va a mayores...\n;;;;;;;;;x
EVTOPTA_ZE_12032;I'll tell [From.GetHerHim] to get lost!;Je lui dirai d'aller se faire voir !;Ich lasse [From.GetHerHim] wissen, dass er Land gewinnen soll!;;¡[From.GetHerHim] diré que se pierda!;;;;;;;;;x
EVTOPTA_ZE_12034;Fist fiiiiight!;Bastoooooon !;Au ja, Boxkampf!;;¡Pelea de puñetazos!;;;;;;;;;x
EVTOPTA_ZE_12036;Come on then, you [GetRootFromInsult]!;Je vous attends, [GetRootFromInsultNounAdj] !;Na, dann los!;;¡Ven, so [GetRootFromInsult]!;;;;;;;;;x
EVTOPTA_ZE_12040;It will fit if you help me.;Avec un peu d'aide, je pourrai l'enfiler.;Wenn Ihr mir helft, wird er passen.;;Cabrá si me ayudas.;;;;;;;;;x
EVTOPTA_ZE_12042;No child tells me what to do.;Ce n'est pas à un enfant de me dire quoi faire.;Von einem Kind lasse ich mir nichts vorschreiben.;;Ningún niño me dice qué hacer.;;;;;;;;;x
EVTOPTA_ZE_12044;[From.GetSheHeCap]'s a meanie!;[From.GetIlElleCap] est sans-coeur !;[From.GetSheHeCap] ist so gemein!;;¡[From.GetSheHeCap] es mal[From.GetOA]!;;;;;;;;;x
EVTOPTA_ZE_12046;Well [From.GetSheHe]'s stupid.;Eh bien, [From.GetIlElle] est stupide.;Tja, [From.GetSheHe] ist dumm.;;Vale, [From.GetSheHe] es idiota.;;;;;;;;;x
EVTOPTA_ZE_12050;Pour some water on [brooding_events_char_1.GetHerHim].;Lui verser de l'eau dessus.;Übergießt [brooding_events_char_1.GetHerHim] mit Wasser.;;Echar[brooding_events_char_1.GetHerHim] un poco de agua encima.;;;;;;;;;x
EVTOPTA_ZE_12052;I'll show [From.GetHerHim]!;Je vais lui montrer de quel bois je me chauffe !;Ich werd's [From.Getihmihr] zeigen!;;¡[From.GetHerHim] enseñaré una lección!;;;;;;;;;x
EVTOPTA_ZE_12054;My life will never be like this.;Ma vie ne ressemblera jamais à ça.;Mein Leben wird niemals so sein.;;Mi vida nunca será así.;;;;;;;;;x
EVTOPTA_ZE_12056;I have seen better days.;J'ai connu des jours meilleurs.;Ich habe bessere Tage erlebt.;;He visto días mejores.;;;;;;;;;x
EVTOPTA_ZE_12060;Ouch, my stomach hurts suddenly.;Aïe, voilà que j'ai soudainement mal à l'estomac.;Aua, mir tut plötzlich der Magen weh.;;¡Ay, me duele el estómago de repente!;;;;;;;;;x
EVTOPTA_ZE_12062;Indolent brat, I'll show [From.GetHerHim].;Quelle indolence ! Je vais lui apprendre les bonnes manières, moi.;Ungezogenes Gör! Dir werd ich's zeigen.;;Mocos[From.GetOA] insolente, [From.GetHerHim] daré una lección.;;;;;;;;;x
EVTOPTA_ZE_12064;Now I can't use my arm to cut trees.;Me voilà incapable d'utiliser mon bras pour couper des arbres.;Nun kann ich meinen Arm zum Holzfällen nicht gebrauchen.;;Ahora no puedo usar el brazo para cortar los árboles.;;;;;;;;;x
EVTOPTA_ZE_12066;Hopeless...;C'est sans espoir...;Hoffnungslos ...;;No tiene remedio...;;;;;;;;;x
EVTOPTA_ZE_12070;Race me!;Faisons la course !;Wettrennen!;;¡Una carrera!;;;;;;;;;x
EVTOPTA_ZE_12072;Race [From.GetHerHim].;Faire la course.;Welche Strecke?;;Correr con [From.GetHerHim].;;;;;;;;;x
EVTOPTA_ZE_12074;[From.GetSheHeCap] is so fast.;[From.GetIlElleCap] est tellement rapide.;[From.GetSheHeCap] ist so schnell.;;[From.GetSheHeCap] es tan veloz.;;;;;;;;;x
EVTOPTA_ZE_12076;It will change.;Ça va changer.;Es wird sich ändern.;;Cambiará.;;;;;;;;;x
EVTOPTA_ZE_12080;I will sort it out for [conscientious_events_char_1.GetHerHim].;Je réglerai ça pour [conscientious_events_char_1.GetLuiElle].;Ich werde das für [conscientious_events_char_1.GetHerHim] in Ordnung bringen.;;Se [conscientious_events_char_1.GetHerHim] aclararé.;;;;;;;;;x
EVTOPTA_ZE_12082;I'll mess up [From.GetHerHis] chambers.;Je vais mettre la pagaille dans ses appartements.;Ich werde [From.GetHerHis]e Kammer durcheinander bringen.;;Estropearé [From.GetHerHis] habitaciones.;;;;;;;;;x
EVTOPTA_ZE_12084;Now I have to clean again.;Et maintenant je dois tout nettoyer de nouveau.;Nun muss ich wieder saubermachen.;;Ahora tengo que limpiarlo otra vez.;;;;;;;;;x
EVTOPTA_ZE_12086;Maybe I shouldn't have.;Peut-être que je n'aurais pas dû.;Vielleicht hätte ich das nicht tun sollen.;;Tal vez no debí.;;;;;;;;;x
EVTOPTA_ZE_12090;I can't sleep without it!;Je ne peux pas dormir sans !;Ohne es kann ich nicht schlafen!;;¡No puedo dormir sin eso!;;;;;;;;;x
EVTOPTA_ZE_12092;I'll offer to buy a new one.;Je vais lui proposer d'en acheter un nouveau.;Ich schlage vor, ein neues zu kaufen.;;Me ofrezco a comprar uno nuevo.;;;;;;;;;x
EVTOPTA_ZE_12094;It's not the same, I want my toy!;Ce n'est pas le même, je veux mon jouet !;Das ist nicht dasselbe! Ich will mein Spielzeug!;;¡No es lo mismo, quiero mi juguete!;;;;;;;;;x
EVTOPTA_ZE_12096;There is no pleasing this child.;L'enfant est impossible à satisfaire.;Diesem Kind kann man es einfach nicht recht machen.;;No hay forma de complacer a este niño.;;;;;;;;;x
EVTOPTA_ZE_12100;I will follow [curious_events_char_1.GetHerHim] to see what [curious_events_char_1.GetSheHe] is up to!;Je vais [curious_events_char_1.GetLeLa] suivre pour voir ce qu'[curious_events_char_1.GetIlElle] mijote !;Ich werde [curious_events_char_1.GetSheHe] verfolgen, um herauszufinden, was [curious_events_char_1.GetSheHe] vorhat!;;¡Pienso seguir[curious_events_char_1.GetHerHim]para ver qué es lo que [curious_events_char_1.GetSheHe] está tramando!;;;;;;;;;x
EVTOPTA_ZE_12102;I'll grab [From.GetHerHim] by the ear and have a serious talk.;Je l'attraperai par l'oreille, et nous aurons une discussion sérieuse.;Ich greife [From.GetHerHim] am Ohr und eine ernsthafte Unterhaltung beginnt.;;[From.GetHerHim] agarro por la oreja y tenemos una charla muy seria.;;;;;;;;;x
EVTOPTA_ZE_12104;[From.GetSheHeCap] is hiding something.;[From.GetIlElleCap] cache quelque chose.;[From.GetSheHeCap] versteckt etwas.;;[From.GetSheHeCap] está escondiendo algo.;;;;;;;;;x
EVTOPTA_ZE_12106;Worrying.;C'est inquiétant.;Bedenklich.;;Preocupante.;;;;;;;;;x
EVTOPTA_ZE_12110;I'll write [idolizer_events_char_1.GetHerHim] a song!;Je lui écrirai une chanson !;Ich werde ein Lied für [idolizer_events_char_1.GetSheHe] schreiben!;;¡Voy a escribir[idolizer_events_char_1.GetHerHim] una canción!;;;;;;;;;x
EVTOPTA_ZE_12112;I can tell stories to impress [From.GetHerHim].;Je peux raconter des histoires pour l'impressionner.;Ich kann Geschichten erzählen, um [From.GetHerHim] zu beeindrucken.;;Puedo contar historias para impresionar[From.GetHerHim].;;;;;;;;;x
EVTOPTA_ZE_12114;I wish [From.GetSheHe] was my [From.GetFatherMother].;Si seulement je pouvais avoir des parents comme [From.GetIlElle].;Ich wünschte, [From.GetSheHe] wäre m[From.Geteineine] [From.GetFatherMother].;;Ojalá [From.GetSheHe] fuese mi [From.GetFatherMother].;;;;;;;;;x
EVTOPTA_ZE_12116;I hope I'm a good influence on [From.GetHerHim].;J'espère être une bonne influence.;Ich hoffe, ich bin ein guter Einfluss.;;Espero ser una buena influencia para [From.GetHerHim].;;;;;;;;;x
EVTOPTA_ZE_12210;I name you Flipper.;Je t'appellerai Passe-partout.;Ich taufe dich Hopser.;;Te llamaré Aleta.;;;;;;;;;x
EVTOPTA_ZE_12211;I'll share my food with [Root.GetHerHim].;Je vais partager ma nourriture avec lui !;Dann werde ich mein Essen mit ihm teilen.;;Compartiré mi comida con [Root.GetHerHim].;;;;;;;;;x
EVTOPTA_ZE_12219;I'll never forget you, Flipper!;Je ne t'oublierai jamais, Passe-partout !;Ich werde dich niemals vergessen, Hopser!;;¡Nunca te olvidaré, Aleta!;;;;;;;;;x
EVTOPTA_ZE_12220;Yes, I will serve you!;Oui, je vous servirai !;Ja, ich werde Euch dienen!;;¡Sí, te serviré!;;;;;;;;;x
EVTOPTA_ZE_12221;I will use force to find them!;J'utiliserai la force pour les trouver !;Ich werde Gewalt anwenden, um sie zu finden.;;¡Aplicaré fuerza para encontrarlos!;;;;;;;;;x
EVTOPTA_ZE_12222;I am a hero, his most valuable servant!;Quel héroïsme, il n'y a pas deux serviteurs comme moi !;Ich bin ein Held, der wichtigste seiner Diener!;;¡Soy un héroe, su servidor más valioso!;;;;;;;;;x
EVTOPTA_ZE_12223;If I hide in the corner maybe he won't find me.;Si je me cache dans un coin, peut-être ne me trouvera-t-il pas !;Wenn ich mich in einer Ecke verstecke, wird er mich nicht finden.;;Si me escondo un rincón tal vez no me encuentre.;;;;;;;;;x
EVTOPTA_ZE_12225;I must strike back with all my power!;Je dois contre-attaquer avec toute ma puissance !;Ich muss mit aller Kraft zurückschlagen!;;¡Debo devolver el golpe con todas mis fuerzas!;;;;;;;;;x
EVTOPTA_ZE_12226;I rule in this dungeon!;Je règne sur ce cachot !;Ich herrsche über dieses Verlies!;;¡Gobierno esta mazmorra!;;;;;;;;;x
EVTOPTA_ZE_12227;I should never have challenged him!;Je n'aurais jamais dû le défier !;Ich hätte ihn niemals herausfordern dürfen!;;¡Nunca debería haberle desafiado!;;;;;;;;;x
EVTOPTA_ZE_12230;I'll try and talk to [event_ze_12230_prisoner.GetHerHim]!;Je vais essayer de lui parler !;Ich versuche, [event_ze_12230_prisoner.GetHerHim] anzusprechen!;;¡Intentaré de hablar con [event_ze_12230_prisoner.GetHerHim]!;;;;;;;;;x
EVTOPTA_ZE_12232;Finally someone to talk to!;Enfin quelqu'un à qui parler !;Endlich kann ich mit jemandem sprechen!;;¡Por fin alguien con quien hablar!;;;;;;;;;x
EVTOPTA_ZE_12234;I feel less lonely now.;La solitude est dorénavant moins pesante.;Ich fühle mich nun etwas weniger einsam.;;Ahora me siento menos sol[Root.GetOA].;;;;;;;;;x
EVTOPTA_ZE_12236;Everybody hates me.;Tout le monde me déteste.;Absolut jeder scheint mich zu hassen.;;Todo el mundo me odia.;;;;;;;;;x

EVTOPTB_ZE_12000;It's our secret, right?;C'est notre petit secret, hein ?;Das ist unser Geheimnis, in Ordnung?;;Este es nuestro secreto, ¿verdad?;;;;;;;;;x
EVTOPTB_ZE_12002;It doesn't matter.;Ça n'a pas d'importance.;Es spielt keine Rolle.;;No importa.;;;;;;;;;x
EVTOPTB_ZE_12004;I'll hide so [From.GetSheHe] doesn't find me again.;Je vais me cacher pour qu'[From.GetIlElle] ne me trouve pas.;Ich muss mich besser verstecken, damit [From.GetSheHe] mich nicht mehr findet.;;Me esconderé para que [From.GetSheHe] no me vuelva a encontrar.;;;;;;;;;x
EVTOPTB_ZE_12010;Yes, I have nicer toys than [affectionate_events_char_1.GetHerHim].;Oui, j'ai de plus beaux jouets que [affectionate_events_char_1.GetLuiElle].;Ja, ich habe viel besseres Spielzeug als [affectionate_events_char_1.GetSheHe].;;Sí, mis juguetes son más bonitos que los de [affectionate_events_char_1.GetHerHim].;;;;;;;;;x
EVTOPTB_ZE_12012;No, those toys are silly anyway!;Non ! De toute façon, ces jouets sont ridicules !;Nein, diese Spielsachen sind ohnehin albern!;;¡No, aquellos juguetes son de tontos de todos modos!;;;;;;;;;x
EVTOPTB_ZE_12014;Let's play again soon!;Rejouons ensemble très bientôt !;Wir müssen unbedingt bald noch einmal zusammen spielen!;;¡Juguemos pronto!;;;;;;;;;x
EVTOPTB_ZE_12016;What a nice child!;Que[From.GetLLle] adorable enfant !;Was für ein nettes Kind!;;¡Qué niño tan agradable!;;;;;;;;;x
EVTOPTB_ZE_12020;I must speak up for [timid_events_char_1.GetHerHim]!;Je dois dire ce que je sais pour [timid_events_char_1.GetLuiElle] !;Ich muss etwas sagen und mich für [timid_events_char_1.GetHerHim] einsetzen!;;¡Debo hablar por [timid_events_char_1.GetHerHim]!;;;;;;;;;x
EVTOPTB_ZE_12022;Alas, I cannot blame the child for being timid.;Hélas, je ne peux pas reprocher à l'enfant d'être timide.;Ach je! Doch ich kann dem Kind seine Zaghaftigkeit nicht vorwerfen.;;Ay, no puedo culpar [From.GetAlAla] pobre por ser tímid[From.GetOA].;;;;;;;;;x
EVTOPTB_ZE_12024;I should step forward now, it's not too late!;Je devrais témoigner, il n'est pas trop tard !;Ich muss mich jetzt zu Wort melden! Noch ist es nicht zu spät!;;Debo dar un paso adelante ahora, ¡no es demasiado tarde!;;;;;;;;;x
EVTOPTB_ZE_12026;I can tell it took courage to speak up.;Je peux affirmer qu'il a fallu du courage pour s'exprimer.;Ich kann mir vorstellen, dass es Mut erforderte, das Wort zu ergreifen.;;Puedo decir que tuvo coraje para hablar.;;;;;;;;;x
EVTOPTB_ZE_12030;It doesn't matter, [rowdy_events_char_1.GetSheHe] can win.;Ça n'a pas d'importance, [rowdy_events_char_1.GetIlElle] peut gagner.;Es spielt keine Rolle, [rowdy_events_char_1.GetSheHe] kann gewinnen.;;No importa, [rowdy_events_char_1.GetSheHe] puede ganar.;;;;;;;;;x
EVTOPTB_ZE_12032;I'll just avoid [From.GetHerHim] from now on.;Je me contenterai de l'éviter à partir d'aujourd'hui.;Ich werde [From.GetHerHim] von nun an meiden.;;A partir de ahora, [From.GetHerHim] evitaré.;;;;;;;;;x
EVTOPTB_ZE_12034;I'll walk away, it's not worth it.;Je m'éloigne, ça n'en vaut pas la peine.;Ich gehe weg. Das ist es mir nicht wert.;;Me alejaré, no vale la pena.;;;;;;;;;x
EVTOPTB_ZE_12036;Let's do it again sometime!;Refaisons la même chose une prochaine fois !;Nochmal! Nochmal!;;¡Tenemos que hacerlo otra vez algún día!;;;;;;;;;x
EVTOPTB_ZE_12040;Give the hat to someone younger.;Donner le chapeau à quelqu'un de plus jeune.;Gebt den Hut einem anderen Kind.;;Dar el sombrero a alguien más joven.;;;;;;;;;x
EVTOPTB_ZE_12042;Give in to demands.;Céder aux demandes.;Gebt den Forderungen nach.;;Ceder a las demandas.;;;;;;;;;x
EVTOPTB_ZE_12044;Someone else can make it fit.;Quelqu'un d'autre pourra sans doute m'aider à l'enfiler.;Jemand anders kann ihn passend machen.;;Alguien podrá hacer que quepa.;;;;;;;;;x
EVTOPTB_ZE_12046;At least [From.GetSheHe] knows what [From.GetSheHe] wants.;Au moins, [From.GetIlElle] sait ce qu'[From.GetIlElle] veut.;Wenigstens weiß [From.GetSheHe], was [From.GetSheHe] will.;;Por lo menos [From.GetSheHe] sabe lo que [From.GetSheHe] quiere.;;;;;;;;;x
EVTOPTB_ZE_12050;Leave [brooding_events_char_1.GetHerHim] alone.;Ne pas s'en mêler.;Lasst [brooding_events_char_1.GetHerHim] in Ruhe.;;Dejar[brooding_events_char_1.GetHerHim] en paz.;;;;;;;;;x
EVTOPTB_ZE_12052;I'm sorry [From.GetFirstName].;Je vous présente mes excuses, [From.GetFirstName].;Tut mir leid, [From.GetFirstName].;;Perdona, [From.GetFirstName].;;;;;;;;;x
