monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
secret_religious_society_zoroastrian_desc_REAL;Believing themselves to be the protectors of understanding and knowledge in a world under the spell of Ahriman's ignorance, Zoroastrians organizing in secret spread the truth and light of Ahura Mazda's wisdom. Charged by their prophet with protecting the water, earth, fire and air, they enlighten others about the struggle between destructive chaos and the good of creation. Even when forced into secrecy there is yet hope, for Zoroaster told of the inevitability of Ahura Mazda's victory.;Pensant être les protecteurs de la compréhension et du savoir dans un monde sous le charme de l'ignorance d'Ahriman, les zoroastriens répandent la sagesse d'Ahura Mazda. Chargés par leur prophète de protéger l'eau, la terre, le feu et l'air, ils cherchent à éclairer les autres sur la lutte entre le chaos destructeur et le bon de la création. Même lorsqu'ils sont forcés de pratiquer leur culte en secret, il y a toujours de l'espoir, car Zoroastre a annoncé l'inéluctabilité de la victoire d'Ahura Mazda.;Die Zoroastrier, die sich als Beschützer des Wissens in einer Welt betrachten, die unter dem Bann des Unwissens von Ahriman steht, organisieren sich im Geheimen und verbreiten die Wahrheit und das Licht der Weisheit von Ahura Mazda. Von ihrem Propheten beauftragt, Wasser, Erde, Feuer und Luft zu schützen, versuchen sie verzweifelt, anderen den Kampf zwischen dem zerstörerischen Chaos und dem guten Wesen der Schöpfung begreiflich zu machen. Obwohl sie gezwungen sind, ihre Religion heimlich auszuüben, gibt es immer Hoffnung, da Zarathustra von der Unvermeidbarkeit des Sieges von Ahura Mazda erzählt hat.;;Los zoroastrianos se consideran los protectores del entendimiento y el conocimiento en un mundo que se encuentra bajo el hechizo de la ignorancia de Arimán. Su organización es secreta, y difunden la verdad y la luz de la sabiduría de Ahura Mazda. Su profeta les encomienda la protección del agua, la tierra, el fuego y el aire, y buscan desesperadamente hacer que otros entiendan la lucha entre el caos destructivo y la generosidad de la creación. Aunque se ven obligados a practicar en secreto, siempre hay esperanza, pues Zoroastro les ha hablado de la inevitable victoria de Ahura Mazda.;;;;;;;;;x
secret_religious_society_zoroastrian_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_zoroastrian_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_zoroastrian_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;;;;;;x
secret_religious_society_zoroastrian_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_zoroastrian_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_zoroastrian_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_zoroastrian_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_zoroastrian_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_zoroastrian_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_zun_pagan;[GetReligiousCommunityName_zun_pagan];[GetReligiousCommunityName_zun_pagan];[GetReligiousCommunityName_zun_pagan];;[GetReligiousCommunityName_zun_pagan];;;;;;;;;x
secret_religious_society_zun_pagan_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_zun_pagan_desc;[GetReligiousSocietyDesc_zun_pagan];[GetReligiousSocietyDesc_zun_pagan];[GetReligiousSocietyDesc_zun_pagan];;[GetReligiousSocietyDesc_zun_pagan];;;;;;;;;x
secret_religious_society_zun_pagan_desc_REAL;The secret followers of Zun have little need for foreign faiths. The answer to every theological challenge and every moment of doubt is right in the sky above them, every day, without fail. It is what brings life and hope, deserving of every prostration. Just as Zun never fails to bring warmth to the earth and drive the night away, his followers will rise on the other side of their own long night.;Les fidèles secrets de Zun ont peu besoin de croyances étrangères. La réponse à chaque défi théologique et chaque moment de doute est juste dans le ciel au-dessus d'eux, chaque jour, sans faute. C'est ce qui apporte la vie et l'espoir, méritant de toute prostration. Tout comme Zun ne manque jamais d'apporter la chaleur à la terre et de chasser la nuit, ses fidèles se lèveront après leur longue nuit.;Die heimlichen Anhänger von Zun haben nur wenig Bedarf an fremden Religionen. Die Antwort auf jede theologische Herausforderung und jeden Augenblick des Zweifels steht jeden Tag und ohne jemals auszubleiben am Himmel über ihren Köpfen selbst geschrieben. Das ist es, was Leben und Hoffnung bringt und wofür sich jede Niederwerfung lohnt. Genau so, wie Zun immer wieder aufs Neue der Erde Wärme bringt und die Nacht vertreibt, erheben sich auch seine Anhänger auf der anderen Seite ihrer eigenen langen Nacht wieder.;;Los seguidores secretos de Zun no necesitan ninguna otra fe. La respuesta a toda cuestión teológica y a todo momento de duda se encuentra justo en el cielo que los cubre, cada día, sin falta. Es lo que les otorga la vida y la esperanza, merecedor de la postración de todos. Al igual que Zun nunca falla a la hora de repartir calor y ahuyentar la oscuridad, sus seguidores se alzarán al otro lado de su propia larga noche.;;;;;;;;;x
secret_religious_society_zun_pagan_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_zun_pagan_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_zun_pagan_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_zun_pagan_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_zun_pagan_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_zun_pagan_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_zun_pagan_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_zun_pagan_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_zun_pagan_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_zun_pagan_reformed;[GetReligiousCommunityName_zun_pagan_reformed];[GetReligiousCommunityName_zun_pagan_reformed];[GetReligiousCommunityName_zun_pagan_reformed];;[GetReligiousCommunityName_zun_pagan_reformed];;;;;;;;;x
secret_religious_society_zun_pagan_reformed_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_desc;[GetReligiousSocietyDesc_zun_pagan_reformed];[GetReligiousSocietyDesc_zun_pagan_reformed];[GetReligiousSocietyDesc_zun_pagan_reformed];;[GetReligiousSocietyDesc_zun_pagan_reformed];;;;;;;;;x
secret_religious_society_zun_pagan_reformed_desc_REAL;The secret followers of Zun have little need for foreign faiths. The answer to every theological challenge and every moment of doubt is right in the sky above them, every day, without fail. It is what brings life and hope, deserving of every prostration. Just as Zun never fails to bring warmth to the earth and drive the night away, his followers will rise on the other side of their own long night.;Les fidèles secrets de Zun ont peu besoin de croyances étrangères. La réponse à chaque défi théologique et chaque moment de doute est juste dans le ciel au-dessus d'eux, chaque jour, sans faute. C'est ce qui apporte la vie et l'espoir, méritant de toute prostration. Tout comme Zun ne manque jamais d'apporter la chaleur à la terre et de chasser la nuit, ses fidèles se lèveront après leur longue nuit.;Die heimlichen Anhänger von Zun haben nur wenig Bedarf an fremden Religionen. Die Antwort auf jede theologische Herausforderung und jeden Augenblick des Zweifels steht jeden Tag und ohne jemals auszubleiben am Himmel über ihren Köpfen selbst geschrieben. Das ist es, was Leben und Hoffnung bringt und wofür sich jede Niederwerfung lohnt. Genau so, wie Zun immer wieder aufs Neue der Erde Wärme bringt und die Nacht vertreibt, erheben sich auch seine Anhänger auf der anderen Seite ihrer eigenen langen Nacht wieder.;;Los seguidores secretos de Zun no necesitan ninguna otra fe. La respuesta a toda cuestión teológica y a todo momento de duda se encuentra justo en el cielo que los cubre, cada día, sin falta. Es lo que les otorga la vida y la esperanza, merecedor de la postración de todos. Al igual que Zun nunca falla a la hora de repartir calor y ahuyentar la oscuridad, sus seguidores se alzarán al otro lado de su propia larga noche.;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_1_female;Faithful;Fidèle;Getreue;;Fiel;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_1_male;Faithful;Fidèle;Getreuer;;Fiel;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_4_female;Herald;Messagère;Herold;;Mensajera;;;;;;;;;x
secret_religious_society_zun_pagan_reformed_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x

society_leader_desc;The §YLeader§! of a society is responsible for its integrity and also often manages members of lower ranks. The leader regulates promotions between ranks, handles membership applications and hands out tasks to lower-ranking members. In certain cases there can exist more than one leader, in which case the most senior one is shown above.;Le §Ychef§! d'une société est responsable de la totalité de celle-ci et gère également souvent les membres des rangs inférieurs. Il régule les promotions entre les rangs, gère les demandes d'adhésion et distribue les tâches aux membres de rang inférieur. Dans certains cas, il peut exister plus d'un chef – c'est alors le plus âgé qui est affiché ci-dessus.;Der §YAnführer§! einer Gesellschaft ist für ihre Integrität verantwortlich und verwaltet oft auch Mitglieder niederer Ränge. Der Anführer regelt Beförderungen, bearbeitet Mitgliedschaftsanträge und verteilt Aufgaben an die untergeordneten Mitglieder. In bestimmten Fällen kann es mehr als einen Anführer geben. In diesem Fall wird der älteste von ihnen angezeigt.;;El §Ylíder§! de una sociedad es responsable de la integridad de esta y a menudo dirige a los miembros de menor rango. El líder regula las promociones entre rangos, gestionar las solicitudes de ingreso y encargar tareas a los miembros de rangos menores. En ciertos casos puede haber más de un líder, en cuyo caso el de más edad aparece arriba.;;;;;;;;;x
society_leader_instant;This is the Leader of $SOCIETY|Y$;Voici le chef de la société '$SOCIETY|Y$';Das ist der Anführer des "$SOCIETY|Y$"-Zirkels;;Está al mando de $SOCIETY|Y$.;;;;;;;;;x
society_points_desc;You have $VALUE|Y0$ §Y[Player.Society.GetCurrency]§!.\nThis is the currency which you can spend on the various §YPowers§! unlocked by being a member of §Y[Player.Society.GetNameCap]§!.\nYou gain §Y[Player.Society.GetCurrency]§! by completing missions, as well as on a monthly basis. The monthly gain depends on your stats and traits that are associated with the §Y[Player.Society.GetNameCap]§!.;Vous avez $VALUE|Y0$ en [Player.Society.GetCurrency].\nC'est la devise que vous pouvez dépenser pour user de divers pouvoirs disponibles en étant membre [Player.Get_du_Society].\nVous en obtenez davantage chaque mois (le montant dépend de vos compétences et traits valorisés par cette société) et en complétant les missions.;Ihr habt $VALUE|Y0$ §Y[Player.Society.GetCurrency]§!.\nDas ist die Währung, die Ihr für die Verwendung verschiedener §YMächte§! ausgeben könnt, die Ihr durch Eure Mitgliedschaft beim "§Y[Player.Society.GetName]§!"-Zirkel freigeschaltet habt.\n§Y[Player.Society.GetCurrency]§! könnt Ihr durch Missionen und regelmäßig monatlich sammeln. Der monatliche Zuwachs hängt davon ab, wie Eure Werte und Eigenschaften in den für den "§Y[Player.Society.GetNameCap]§!"-Zirkel relevanten Bereichen sind.;;Tienes $VALUE|Y0$ §Y[Player.Society.GetCurrency]§!.\nEsta es una moneda con la que podrás usar los distintos §Ypoderes§! desbloqueados por pertenecer a [Player.Society.GetNameCap]§!.\nObtendrás §Y[Player.Society.GetCurrency]§! una vez al mes y también cada vez que completes una misión. La cantidad que ganes al mes dependerá de tus estadísticas y de los rasgos asociados a §Y[Player.Society.GetNameCap]§!.;;;;;;;;;x
society_show_bloodlines;§YList all created Legends§!;§YLister toutes les légendes créées§!;§YZeigt alle erschaffenen Legenden§!;;§YLista de todas las leyendas creadas§!;;;;;;;;;x
society_show_bloodlines_disabled;§YThis society has no known Legends§!;§YCette société n'a aucune légende connue§!;§YDiese Gesellschaft hat keine bekannten Legenden§!;;§YEsta sociedad no tiene leyendas conocidas§!;;;;;;;;;x
society_show_members_desc;§YList all Members of $SOCIETY$§!;§YListe de tous les membres de la société '$SOCIETY$'§!;§YListe aller Mitglieder des "$SOCIETY$"-Zirkels§!;;§YLista de todos los miembros de $SOCIETY$§!;;;;;;;;;x
society_show_members_secret;§RYou need to be a member of§! $SOCIETY|Y$ §Rto see a list of all its current members§!;§RVous devez être membre de la société '$SOCIETY|Y$' pour voir quels sont ses membres actuels§!;§RIhr müsst ein Mitglied des Zirkels§! $SOCIETY|Y$ §Rsein, um eine Liste all seiner derzeitigen Mitglieder zu sehen§!;;§RDebes formar parte de §!$SOCIETY|Y$§Rpara ver la lista de miembros de la sociedad.§!;;;;;;;;;x
society_show_societies_desc;§YList all known Societies§!;§YAfficher une liste de toutes les sociétés§!;Liste aller Zirkel;;Muestra una lista de todas las sociedades.;;;;;;;;;x

the_assassins_desc;[GetAssassinsSocietyDesc];[GetAssassinsSocietyDesc];[GetAssassinsSocietyDesc];;[GetAssassinsSocietyDesc];;;;;;;;;x
the_assassins_desc_random;The elusive Assassins consider themselves the true followers of [shiite.GetHighGodName], and will do anything to further the advances of the [shiite.GetName] faith and protect their fellow believers. Consisting of loyal warriors as well as competent spies, wielding manipulation and social skills as expertly as a dagger, they specialize in asymmetrical warfare, striking hard at the heart of their enemies.;Les insaisissables Assassins se considèrent comme les vrais disciples du [shiite.GetHighGodName] et feront tout pour promouvoir la progression de la foi [shiite.GetName] et protéger ses fidèles. Composés de guerriers loyaux ainsi que d'espions compétents, manipulant autant les esprits que les poignards, ils se spécialisent dans la guerre asymétrique, frappant durement au coeur de leurs ennemis.;Die geheimnisvollen Assassinen halten sich für die wahren Anhänger von [shiite.GetHighGodName] und werden alles tun, um den [shiite.GetName]en GLauben zu verbreiten und ihre Glaubensbrüder zu schützen. Die Gemeinschaft besteht aus treuen Kriegern und fähigen Spionen, und sie sind so geschickt in Manipulation und gesellschaftlichen Fähigkeiten wie im Umgang mit einem Dolch. Sie spezialisieren sich auf asymmetrische Kriegsführung und greifen direkt das Herz ihrer Feinde an.;;Los Asesinos son una orden esquiva cuyos miembros se consideran los verdaderos seguidores de [shiite.GetHighGodName]. Son capaces de cualquier cosa con tal de promulgar el credo [shiite.GetName] y proteger a sus fieles. La orden está formada por guerreros leales y espías hábiles. Usan la manipulación y las habilidades sociales con la misma destreza que las dagas. Son especialistas en guerra asimétrica y son capaces de asestar golpes mortales en el punto débil del enemigo.;;;;;;;;;x
the_assassins_desc_real;The elusive Assassins consider themselves the true followers of Allah, and will do anything to further the advances of Shia Islam and protect their fellow believers. Consisting of loyal warriors as well as competent spies, wielding manipulation and social skills as expertly as a dagger, they specialize in asymmetrical warfare, striking hard at the heart of their enemies.;Les insaisissables Assassins se considèrent comme les vrais disciples d'Allah et feront tout pour promouvoir la progression de l'islam chiite et protéger ses fidèles. Composés de guerriers loyaux ainsi que d'espions compétents, manipulant autant les esprits que les poignards, ils se spécialisent dans la guerre asymétrique, frappant durement au coeur de leurs ennemis.;Die geheimnisvollen Assassinen halten sich für die wahren Anhänger Allahs und werden alles tun, um den Schia-Islam zu verbreiten und ihre Glaubensbrüder zu schützen. Die Gemeinschaft besteht aus treuen Kriegern und fähigen Spionen, und sie sind so geschickt in Manipulation und gesellschaftlichen Fähigkeiten wie im Umgang mit einem Dolch. Sie spezialisieren sich auf asymmetrische Kriegsführung und greifen direkt das Herz ihrer Feinde an.;;Los Asesinos son una orden esquiva cuyos miembros se consideran los verdaderos seguidores de Alá. Son capaces de cualquier cosa con tal de promulgar el chiismo y proteger a sus fieles. La orden está formada por guerreros leales y espías hábiles. Usan la manipulación y las habilidades sociales con la misma destreza que las dagas. Son especialistas en guerra asimétrica y son capaces de asestar golpes mortales en el punto débil del enemigo.;;;;;;;;;x
